7.00,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
7.30,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
8.00,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
8.30,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
9.00,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
9.30,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
10.00,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
10.30,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
11.00,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
11.30,driver1@gmail.com,available,driver2@gmail.com,unstaffed,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,available
12.00,driver1@gmail.com,available,driver2@gmail.com,available,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
12.30,driver1@gmail.com,available,driver2@gmail.com,available,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
13.00,driver1@gmail.com,available,driver2@gmail.com,available,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
13.30,driver1@gmail.com,available,driver2@gmail.com,available,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
14.00,driver1@gmail.com,available,driver2@gmail.com,available,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
14.30,driver1@gmail.com,available,driver2@gmail.com,available,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
15.00,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
15.30,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,unstaffed,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
16.00,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,available,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
16.30,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,available,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
17.00,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,available,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
17.30,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,available,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
18.00,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,available,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
18.30,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,available,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
19.00,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,available,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
19.30,driver1@gmail.com,unstaffed,driver2@gmail.com,available,driver3@gmail.com,available,driver4@gmail.com,unstaffed,driver5@gmail.com,unstaffed
20.00,driver1@gmail.com,unstaffed,driver2@gmail.com,unstaffed,driver3@gmail.com,available,driver4@gmail.com,available,driver5@gmail.com,unstaffed
20.30,driver1@gmail.com,unstaffed,driver2@gmail.com,unstaffed,driver3@gmail.com,available,driver4@gmail.com,available,driver5@gmail.com,unstaffed
21.00,driver1@gmail.com,unstaffed,driver2@gmail.com,unstaffed,driver3@gmail.com,available,driver4@gmail.com,available,driver5@gmail.com,unstaffed
21.30,driver1@gmail.com,unstaffed,driver2@gmail.com,unstaffed,driver3@gmail.com,available,driver4@gmail.com,available,driver5@gmail.com,unstaffed
22.00,driver1@gmail.com,unstaffed,driver2@gmail.com,unstaffed,driver3@gmail.com,available,driver4@gmail.com,available,driver5@gmail.com,unstaffed
22.30,driver1@gmail.com,unstaffed,driver2@gmail.com,unstaffed,driver3@gmail.com,available,driver4@gmail.com,available,driver5@gmail.com,unstaffed
23.00,driver1@gmail.com,unstaffed,driver2@gmail.com,unstaffed,driver3@gmail.com,available,driver4@gmail.com,available,driver5@gmail.com,unstaffed
23.30,driver1@gmail.com,unstaffed,driver2@gmail.com,unstaffed,driver3@gmail.com,available,driver4@gmail.com,available,driver5@gmail.com,unstaffed

